,filename,gender,race,adult
0,1-0-neutral.jpg,male,cauca,yes
1,1-1-happy.jpg,male,cauca,yes
2,1-10-calm.jpg,male,cauca,yes
3,1-11-rage.jpg,male,cauca,yes
4,1-2-sadness.jpg,male,cauca,yes
5,1-3-surprise.jpg,male,cauca,yes
6,1-4-fear.jpg,male,cauca,yes
7,1-5-anger.jpg,male,cauca,yes
8,1-6-contempt.jpg,male,cauca,yes
9,1-7-contempt.jpg,male,cauca,yes
10,1-8-disgust.jpg,male,cauca,yes
11,1-9-disgust.jpg,male,cauca,yes
12,10-0-neutral.jpg,female,cauca,yes
13,10-1-happy.jpg,female,cauca,yes
14,10-10-touched.jpg,female,cauca,yes
15,10-11-jealous.jpg,female,cauca,yes
16,10-2-sadness.jpg,female,cauca,yes
17,10-3-surprise.jpg,female,cauca,yes
18,10-5-anger.jpg,female,cauca,yes
19,10-6-contempt.jpg,female,cauca,yes
20,10-7-contempt.jpg,female,cauca,yes
21,11-10-worried.jpg,male,cauca,yes
22,11-11-furious.jpg,male,cauca,yes
23,11-2-sadness.jpg,male,cauca,yes
24,11-3-surprise.jpg,male,cauca,yes
25,11-4-fear.jpg,male,cauca,yes
26,11-5-anger.jpg,male,cauca,yes
27,11-6-contempt.jpg,male,cauca,yes
28,11-7-contempt.jpg,male,cauca,yes
29,12-0-neutral.jpg,female,cauca,yes
30,12-1-happy.jpg,female,cauca,yes
31,12-10-friendly.jpg,female,cauca,yes
32,12-11-annoyed.jpg,female,cauca,yes
33,12-3-surprise.jpg,female,cauca,yes
34,12-4-fear.jpg,female,cauca,yes
35,12-5-anger.jpg,female,cauca,yes
36,12-6-contempt.jpg,female,cauca,yes
37,12-7-contempt.jpg,female,cauca,yes
38,12-8-disgust.jpg,female,cauca,yes
39,12-9-disgust.jpg,female,cauca,yes
40,13-0-neutral.jpg,male,cauca,yes
41,13-1-happy.jpg,male,cauca,yes
42,13-10-jealous.jpg,male,cauca,yes
43,13-11-thinking.jpg,male,cauca,yes
44,13-2-sadness.jpg,male,cauca,yes
45,13-3-surprise.jpg,male,cauca,yes
46,13-3-surprise_.jpg,male,cauca,yes
47,13-4-fear.jpg,male,cauca,yes
48,13-5-anger.jpg,male,cauca,yes
49,13-6-contempt.jpg,male,cauca,yes
50,13-7-contempt.jpg,male,cauca,yes
51,14-0-neutral.jpg,male,cauca,yes
52,14-1-happy.jpg,male,cauca,yes
53,14-10-calm.jpg,male,cauca,yes
54,14-3-surprise.jpg,male,cauca,yes
55,14-4-fear.jpg,male,cauca,yes
56,14-5-anger.jpg,male,cauca,yes
57,14-6-contempt.jpg,male,cauca,yes
58,14-7-contempt.jpg,male,cauca,yes
59,15-0-neutral.jpg,female,cauca,yes
60,15-1-happy.jpg,female,cauca,yes
61,15-10-joy.jpg,female,cauca,yes
62,15-11-hoping.jpg,female,cauca,yes
63,15-3-surprise.jpg,female,cauca,yes
64,15-5-anger.jpg,female,cauca,yes
65,15-6-contempt.jpg,female,cauca,yes
66,15-7-contempt.jpg,female,cauca,yes
67,16-0-neutral.jpg,male,cauca,yes
68,16-1-hapy.jpg,male,cauca,yes
69,16-2-sadness.jpg,male,cauca,yes
70,16-3-surprise.jpg,male,cauca,yes
71,16-4-fear.jpg,male,cauca,yes
72,16-5-anger.jpg,male,cauca,yes
73,16-6-contempt.jpg,male,cauca,yes
74,16-8-disgust.jpg,male,cauca,yes
75,17-0-neutral.jpg,male,cauca,yes
76,17-1-happy.jpg,male,cauca,yes
77,17-2-sadness.jpg,male,cauca,yes
78,17-3-surprise.jpg,male,cauca,yes
79,17-4-fear.jpg,male,cauca,yes
80,17-5-anger.jpg,male,cauca,yes
81,17-6-contempt.jpg,male,cauca,yes
82,17-8-disgust.jpg,male,cauca,yes
83,18-0-neutral.jpg,female,cauca,yes
84,18-1-happy.jpg,female,cauca,yes
85,18-2-sadness.jpg,female,cauca,yes
86,18-3-surprise.jpg,female,cauca,yes
87,18-4-fear.jpg,female,cauca,yes
88,18-5-anger.jpg,female,cauca,yes
89,18-6-contempt.jpg,female,cauca,yes
90,18-8-disgust.jpg,female,cauca,yes
91,18-9-digust.jpg,female,cauca,yes
92,19-0-neutral.jpg,male,cauca,yes
93,19-1-happy.jpg,male,cauca,yes
94,19-2-sadness.jpg,male,cauca,yes
95,19-3-surprise.jpg,male,cauca,yes
96,19-4-fear.jpg,male,cauca,yes
97,19-5-anger.jpg,male,cauca,yes
98,19-6-contempt.jpg,male,cauca,yes
99,19-8-disgust.jpg,male,cauca,yes
100,19-9-disgust.jpg,male,cauca,yes
101,2-0-neutral.jpg,male,cauca,yes
102,2-1-happy.jpg,male,cauca,yes
103,2-10-tiredness.jpg,male,cauca,yes
104,2-11-jealous.jpg,male,cauca,yes
105,2-2-sadness.jpg,male,cauca,yes
106,2-3-surprise.jpg,male,cauca,yes
107,2-4-fear.jpg,male,cauca,yes
108,2-5-anger.jpg,male,cauca,yes
109,2-6-contempt.jpg,male,cauca,yes
110,2-7-contempt.jpg,male,cauca,yes
111,2-8-disgust.jpg,male,cauca,yes
112,2-9-disgust.jpg,male,cauca,yes
113,3-0-neutral.jpg,female,cauca,yes
114,3-1-happy.jpg,female,cauca,yes
115,3-10-tiredness.jpg,female,cauca,yes
116,3-11-jealous.jpg,female,cauca,yes
117,3-2-sadness.jpg,female,cauca,yes
118,3-3-surprise.jpg,female,cauca,yes
119,3-4-fear.jpg,female,cauca,yes
120,3-5-anger.jpg,female,cauca,yes
121,3-5-anger_.jpg,female,cauca,yes
122,3-6-contempt.jpg,female,cauca,yes
123,3-7-contempt.jpg,female,cauca,yes
124,3-8-disgust.jpg,female,cauca,yes
125,3-9-disgust.jpg,female,cauca,yes
126,4-0-neutral.jpg,female,cauca,yes
127,4-1-happy.jpg,female,cauca,yes
128,4-10-love.jpg,female,cauca,yes
129,4-11-annoyed.jpg,female,cauca,yes
130,4-2-sadness.jpg,female,cauca,yes
131,4-3-surprise.jpg,female,cauca,yes
132,4-4-fear.jpg,female,cauca,yes
133,4-5-anger.jpg,female,cauca,yes
134,4-6-contempt.jpg,female,cauca,yes
135,4-7-contempt.jpg,female,cauca,yes
136,4-8-disgust.jpg,female,cauca,yes
137,4-9-disgust.jpg,female,cauca,yes
138,5-0-neutral.jpg,male,cauca,yes
139,5-1-happy.jpg,male,cauca,yes
140,5-10-frienfly.jpg,male,cauca,yes
141,5-11-tired.jpg,male,cauca,yes
142,5-2-sadness.jpg,male,cauca,yes
143,5-3-surprise.jpg,male,cauca,yes
144,5-4-surprise.jpg,male,cauca,yes
145,5-5-anger.jpg,male,cauca,yes
146,5-6-contempt.jpg,male,cauca,yes
147,5-7-contempt.jpg,male,cauca,yes
148,6-0-neutral.jpg,male,cauca,yes
149,6-1-happy.jpg,male,cauca,yes
150,6-10-friendly.jpg,male,cauca,yes
151,6-11-calm.jpg,male,cauca,yes
152,6-2-sadness.jpg,male,cauca,yes
153,6-3-surprise.jpg,male,cauca,yes
154,6-4-fear.jpg,male,cauca,yes
155,6-5-anger.jpg,male,cauca,yes
